date,channel,platform,creativeid,adlength,headlinepurpose,backgroundcolor_luminance,headlinelength,subheadlinelength,ctalength,spend,impressions,clicks,revenue
2025-02-10,display,google_ads,CMDSPMM-CID7,Static,Product Detail,Light,13,24,5,453.85,49807.1,150.675,0
2025-02-10,display,google_ads,CMDSPMM-CID8,Static,Product Detail,Light,16,27,5,542.319104,45993.64,150.92,0
2025-02-10,display,google_ads,CMDSPMM-CID9,Static,Product Detail,Light,20,20,5,151.3,12194.93333,48.76666667,0
2025-02-10,display,google_ads,CMDSSTR-CID1,Static,Product Detail,Medium,16,20,9,1766.17796,17909.23077,65.47692308,0
2025-02-10,display,google_ads,CMDSSTR-CID10,Static,Product Detail,Light,12,28,9,3485.413463,356846.8,794.1333333,0
2025-02-10,display,google_ads,CMDSSTR-CID12,Static,Product Detail,Light,21,13,9,671.37544,66810.275,150.4125,0
2025-02-10,display,google_ads,CMDSSTR-CID14,Static,Product Detail,Light,16,21,9,1481.210727,126366.0364,524.8727273,0
2025-02-10,display,google_ads,CMDSSTR-CID15,Static,Product Detail,Light,21,31,9,249.3523141,26492.28235,43.15294118,0
2025-02-10,display,google_ads,CMDSSTR-CID17,Static,Product Detail,Light,13,16,9,3981.594068,148329.3333,554.5666667,0
2025-02-10,display,google_ads,CMDSSTR-CID18,Static,Product Detail,Light,11,22,9,4718.142511,61580.68966,308.9655172,0
2025-02-10,display,google_ads,CMDSSTR-CID2,Static,Product Detail,Light,12,13,9,2798.775545,135111.648,710.584,0
2025-02-10,display,google_ads,CMDSSTR-CID3,Static,Product Detail,Light,17,22,9,3309.783525,199128.2588,552.8352941,0
2025-02-10,display,google_ads,CMDSSTR-CID4,Static,Product Detail,Light,17,17,9,715.147612,77504.56,169.3066667,0
2025-02-10,display,google_ads,CMDSSTR-CID5,Static,Product Detail,Light,16,13,9,14768.70712,619429.4667,1424.2,0
2025-02-10,display,google_ads,CMDSSTR-CID6,Static,Product Detail,Light,19,28,9,1232.806582,65848.65,138.1916667,0
2025-02-10,display,google_ads,CMDSSTR-CID7,Static,Product Detail,Medium,15,23,9,824.4812075,33301.8,157.675,0
2025-02-10,display,google_ads,CMDSSTR-CID8,Static,Product Detail,Light,13,24,9,234.2475267,11934.53333,52.5,0
2025-02-10,display,google_ads,CMDSSTR-CID9,Static,Product Detail,Light,19,18,9,1491.474118,71568,270.8275862,0
2025-02-10,display,google_ads,CMDSTEC-CID3,Static,Product Detail,Light,22,19,5,169.03498,8158.8,54.6,0
2025-02-10,display,google_ads,CMDSTEC-CID6,Static,Product Detail,Light,18,28,5,189.8409457,10502.4,75.4,0
2025-02-10,display,google_ads,CMDSTEC-CID7,Static,Product Detail,Light,16,27,5,147.6298436,6732.472727,29.52727273,0
2025-02-10,display,google_ads,CMDSTEC-CID8,Static,Product Detail,Light,14,15,5,127.7086767,6055,39.9,0
2025-02-10,paid_social,meta,CMDSABH-CID0001,Static,Campaign Slogan,Light,19,27,9,947.2,12736.8,50.2,0
2025-02-10,paid_social,meta,CMDSABH-CID0002,Static,Campaign Slogan,Light,22,24,9,2942,10571.86667,17.26666667,0
2025-02-10,paid_social,meta,CMDSABH-CID0003,15s,Campaign Slogan,Light,29,55,3,2986.9,10537.8,10.5,0
2025-02-10,paid_social,meta,CMDSABH-CID0003,Static,Campaign Slogan,Light,22,19,9,2986.9,10537.8,10.5,0
2025-02-10,paid_social,meta,CMDSABH-CID0004,Static,Campaign Slogan,Light,27,24,9,10860.325,244035.05,1988.525,8221.680135
2025-02-10,paid_social,meta,CMDSADY-CID0001,10s,Campaign Slogan,Dark,5,42,3,12426.04444,347306.4,2180.733333,3835.090001
2025-02-10,paid_social,meta,CMDSADY-CID0001,Static,Campaign Slogan,Dark,5,42,9,12426.04444,347306.4,2180.733333,3835.090001
2025-02-10,paid_social,meta,CMDSADY-CID0002,10s,Campaign Slogan,Dark,5,41,3,3618.7,108523.1,1355.27,3058.128501
2025-02-10,paid_social,meta,CMDSADY-CID0002,Static,Campaign Slogan,Dark,5,41,9,3618.7,108523.1,1355.27,3058.128501
2025-02-10,paid_social,meta,CMDSADY-CID0003,10s,Campaign Slogan,Dark,5,37,3,1679.831579,38982.18947,384.6315789,1386.642318
2025-02-10,paid_social,meta,CMDSADY-CID0003,Static,Campaign Slogan,Dark,5,37,9,1679.831579,38982.18947,384.6315789,1386.642318
2025-02-10,paid_social,meta,CMDSADY-CID0004,Static,Campaign Slogan,Dark,5,41,9,6648.244447,132030.5778,1126.066667,2177.022878
2025-02-10,paid_social,meta,CMDSAMM-CID0001,Static,Campaign Slogan,Light,19,14,3,328.6,19488.62222,10.57777778,0
2025-02-10,paid_social,meta,CMDSAMM-CID0002,Static,Campaign Slogan,Light,19,14,3,52.55,3191.3,0.7,0
2025-02-10,paid_social,meta,CMDSAMM-CID0003,Static,Campaign Slogan,Light,19,21,3,157.65,10276.35,5.075,0
2025-02-10,paid_social,meta,CMDSAMM-CID0004,Static,Campaign Slogan,Light,19,15,3,55.46666667,3272.266667,2.333333333,0
2025-02-10,paid_social,meta,CMDSAMM-CID0005,Static,Campaign Slogan,Light,19,37,3,475.8,30127.06667,17.73333333,0
2025-02-10,paid_social,meta,CMDSAMM-CID0006,Static,Campaign Slogan,Light,19,22,3,73.76666667,4633.533333,6.533333333,0
2025-02-10,paid_social,meta,CMDSAMM-CID0007,Static,Campaign Slogan,Medium,19,24,3,453.3333333,30146.04444,11.51111111,0
2025-02-10,paid_social,meta,CMDSAMM-CID0008,Static,Campaign Slogan,Dark,19,23,3,275.125,17526.95,11.2,342.262871
2025-02-10,paid_social,meta,CMDSAMM-CID0009,Static,Campaign Slogan,Dark,19,24,3,148.88,9006.76,4.48,0
2025-02-10,paid_social,meta,CMDSAMM-CID0010,Static,Campaign Slogan,Dark,19,20,3,123.7,7115.15,6.125,0
2025-02-10,paid_social,meta,CMDSBTS-CID3,Static,Product Detail,Medium,15,17,3,1977.84,21657.44,38.64,0
2025-02-10,paid_social,meta,CMDSBTS-CID6,Static,Product Detail,Medium,18,22,3,2423.028571,58168,267,3439.352404
2025-02-10,paid_social,meta,CMDSLLY-CID1,15s,Acquisition,Light,49,38,3,4294.3,160234,13.5,0
2025-02-10,paid_social,meta,CMDSMED-CID3,Static,Product Detail,Light,16,27,3,1893.8,70774.53793,147,816.6372128
2025-02-10,paid_social,meta,CMDSMED-CID4,Static,Product Detail,Medium,15,23,3,2639.628571,76024.4,238.64,404.1258258
2025-02-10,paid_social,meta,CMDSMED-CID5,Static,Product Detail,Light,18,19,3,776.3,13316.8,93.8,0
2025-02-10,paid_social,meta,CMDSMED-CID7,Static,Product Detail,Medium,19,21,3,147,4436.6,53.55,0
2025-02-10,paid_social,meta,CMDSRES-CID0065,Static,Acquisition,Light,21,179,3,4341.414286,160990.4,43.9,0
2025-02-10,paid_social,meta,CMDSRES-CID0065,Static,Acquisition,Light,24,182,3,4341.414286,160990.4,43.9,0
2025-02-10,paid_social,meta,CMDSRES-CID0066,Static,Acquisition,Light,21,179,3,10902.64286,411007.4,235.7,0
2025-02-10,paid_social,meta,CMDSRES-CID0066,Static,Acquisition,Light,24,182,3,10902.64286,411007.4,235.7,0
2025-02-10,paid_social,meta,CMDSSHE-CID1,Static,Product Detail,Medium,16,20,3,280.0285714,8696.8,111.2,726.9323964
2025-02-10,paid_social,meta,CMDSSHE-CID10,Static,Product Detail,Light,12,28,3,3294.671795,92748.34872,478.0102564,1487.890188
2025-02-10,paid_social,meta,CMDSSHE-CID12,Static,Product Detail,Light,21,13,3,2469.475676,58725.68649,164.5567568,1691.107616
2025-02-10,paid_social,meta,CMDSSHE-CID14,Static,Product Detail,Light,16,21,3,311.9130435,10303.51304,72.03913043,78.97244683
2025-02-10,paid_social,meta,CMDSSHE-CID15,Static,Product Detail,Light,21,31,3,2064.096774,70735.13548,142.5741935,484.1675723
2025-02-10,paid_social,meta,CMDSSHE-CID17,Static,Product Detail,Light,13,16,3,1474.171429,40241.4,572.4,423.8491434
2025-02-10,paid_social,meta,CMDSSHE-CID18,Static,Product Detail,Light,11,22,3,1532.86,52637.76,563.64,464.0355968
2025-02-10,paid_social,meta,CMDSSHE-CID2,Static,Product Detail,Light,12,13,3,282.8285714,11231.2,103.9,455.1819679
2025-02-10,paid_social,meta,CMDSSHE-CID3,Static,Product Detail,Light,17,22,3,2366.119231,86233.80769,835.4230769,663.6621144
2025-02-10,paid_social,meta,CMDSSHE-CID4,Static,Product Detail,Light,17,17,3,1572.285714,50525.8,619.1,1246.320737
2025-02-10,paid_social,meta,CMDSSHE-CID5,Static,Product Detail,Light,16,13,3,2365.764286,90749.85,711.55,3057.365598
2025-02-10,paid_social,meta,CMDSSHE-CID6,Static,Product Detail,Light,19,28,3,553.0714286,18505.2,216.4,107.0017313
2025-02-10,paid_social,meta,CMDSSHE-CID7,Static,Product Detail,Medium,15,23,3,288.1833333,14677.6,10.61666667,0
2025-02-10,paid_social,meta,CMDSSHE-CID8,Static,Product Detail,Light,13,24,3,371.9333333,9577.244444,32.14814815,0
2025-02-10,paid_social,meta,CMDSSHE-CID9,Static,Product Detail,Light,19,18,3,923.6,20385.4,65.38,0
2025-02-10,paid_social,meta,CMDSSTR-CID1,Static,Campaign Slogan,Light,60,53,3,1035.585714,73656.8,57.1,258.1629071
2025-02-10,paid_social,meta,CMDSSTR-CID3,Static,Campaign Slogan,Light,61,55,3,4151.557895,268492.4421,153.5578947,545.6878661
2025-02-10,paid_social,meta,CMDSSTR-CID4,Static,Campaign Slogan,Light,61,55,3,320.9166667,23137.56667,13.53333333,0
2025-02-10,paid_social,meta,CMDSSTR-CID9,Static,Campaign Slogan,Light,72,77,3,2490.295238,195587.0667,99.93333333,172.1086048
2025-02-10,paid_social,meta,CMDSTEC-CID12,Static,Product Detail,Medium,22,18,3,2439.104762,59970.93333,230.4,2475.013326
2025-02-10,paid_social,meta,CMDSTEC-CID6,Static,Product Detail,Light,15,33,3,1812.900005,6817.3,8.75,0
2025-02-10,paid_social,meta,CMDSTEC-CID8,Static,Product Detail,Medium,20,22,3,2582,70147.6,255.2,1684.852657
2025-02-10,paid_social,pinterest,CMDSAMM-CID0021,Static,Campaign Slogan,Light,19,14,3,25.15326857,4686,5.8,407.6256429
2025-02-10,paid_social,pinterest,CMDSAMM-CID0022,Static,Campaign Slogan,Light,19,14,3,136.9469914,11971.4,31.2,104.8305789
2025-02-10,paid_social,pinterest,CMDSAMM-CID0024,Static,Campaign Slogan,Light,19,15,3,10.46181667,3085.6,2.1,0
2025-02-10,paid_social,pinterest,CMDSAMM-CID0026,Static,Campaign Slogan,Light,19,22,3,251.4390543,15482.8,55.3,169.8440179
2025-02-10,paid_social,pinterest,CMDSAMM-CID0029,Static,Campaign Slogan,Dark,19,24,3,107.8339457,5466,23.6,0
2025-02-10,paid_social,pinterest,CMDSAMM-CID0030,Static,Campaign Slogan,Dark,19,20,3,852.5399786,66982.2,191.8,220.036322
2025-02-10,paid_social,pinterest,CMDSMED-CID4,Static,Product Detail,Medium,15,23,3,47.6075,4817.6,8,0
2025-02-10,paid_social,pinterest,CMDSMED-CID8,Static,Product Detail,Light,16,21,3,17.16200333,6031.2,2.566666667,0
2025-02-10,paid_social,pinterest,CMDSPMM-CID1,Static,Product Detail,Medium,16,20,3,1669.572346,83344.8,225.4,391.6202739
2025-02-10,paid_social,pinterest,CMDSPMM-CID10,Static,Product Detail,Light,12,28,3,1928.10606,83998.8,291.8,0
2025-02-10,paid_social,pinterest,CMDSPMM-CID12,Static,Product Detail,Light,21,13,3,40.49862286,7414,5.6,0
2025-02-10,paid_social,pinterest,CMDSPMM-CID14,Static,Product Detail,Light,16,21,3,11.98241714,3863.2,2,0
2025-02-10,paid_social,pinterest,CMDSPMM-CID15,Static,Product Detail,Light,21,31,3,32.34822571,3472.4,5.4,0
2025-02-10,paid_social,pinterest,CMDSPMM-CID17,Static,Product Detail,Light,13,16,3,78.34653429,8604.8,9.6,0
2025-02-10,paid_social,pinterest,CMDSPMM-CID18,Static,Product Detail,Light,11,22,3,2830.507561,165826,519.4,1015.440877
2025-02-10,paid_social,pinterest,CMDSPMM-CID2,Static,Product Detail,Light,12,13,3,461.4199714,39780,67,0
2025-02-10,paid_social,pinterest,CMDSPMM-CID3,Static,Product Detail,Light,17,22,3,3900.725114,197544.4,720.2,562.2788117
2025-02-10,paid_social,pinterest,CMDSPMM-CID4,Static,Product Detail,Light,17,17,3,7174.234209,258508.8,925.8,1376.245596
2025-02-10,paid_social,pinterest,CMDSPMM-CID5,Static,Product Detail,Light,16,13,3,3606.124411,212414.4,722.6,1092.436723
2025-02-10,paid_social,pinterest,CMDSPMM-CID6,Static,Product Detail,Light,19,28,3,1117.521283,84775.2,161,0
2025-02-10,paid_social,snapchat,CMDSAMM-CID0011,Static,Campaign Slogan,Light,19,14,3,707.0428571,17868.4,47,0
2025-02-10,paid_social,snapchat,CMDSAMM-CID0012,Static,Campaign Slogan,Light,19,14,3,632.4571429,14945.8,44.5,226.8708453
2025-02-10,paid_social,snapchat,CMDSAMM-CID0013,Static,Campaign Slogan,Light,19,21,3,383.2285714,10024.4,24.9,0
2025-02-10,paid_social,snapchat,CMDSAMM-CID0014,Static,Campaign Slogan,Light,19,15,3,330.7090909,6614.872727,15.01818182,0
2025-02-10,paid_social,snapchat,CMDSAMM-CID0015,Static,Campaign Slogan,Light,19,37,3,542.2714286,14400,38.8,0
2025-02-10,paid_social,snapchat,CMDSAMM-CID0016,Static,Campaign Slogan,Light,19,22,3,215.8444444,4500.222222,14.77777778,0
2025-02-10,paid_social,snapchat,CMDSAMM-CID0017,Static,Campaign Slogan,Medium,19,24,3,345.8142857,8943.8,18.8,0
2025-02-10,paid_social,snapchat,CMDSAMM-CID0018,Static,Campaign Slogan,Dark,19,23,3,789.7857143,23389.8,60,0
2025-02-10,paid_social,snapchat,CMDSAMM-CID0019,Static,Campaign Slogan,Dark,19,24,3,437.7857143,7664.6,18.3,103.2244003
2025-02-10,paid_social,snapchat,CMDSAMM-CID0020,Static,Campaign Slogan,Dark,19,20,3,1238.8,25739.4,78.2,2764.548528
2025-02-10,paid_social,snapchat,CMDSLLY-CID1,15s,Acquisition,Light,49,38,3,3980.142857,83192.4,168,0
2025-02-10,paid_social,snapchat,CMDSMED-CID2,Static,Product Detail,Light,17,20,3,1103.733333,15655.73333,35.35,0
2025-02-10,paid_social,snapchat,CMDSMED-CID5,Static,Product Detail,Light,18,19,3,327.9666667,5594.4,16.56666667,0
2025-02-10,paid_social,snapchat,CMDSRES-CID0067,Static,Acquisition,Light,21,179,3,3712.671429,75789,194.9,0
2025-02-10,paid_social,snapchat,CMDSRES-CID0067,Static,Acquisition,Light,24,3,3,3712.671429,75789,194.9,0
2025-02-10,paid_social,snapchat,CMDSRES-CID0068,Static,Acquisition,Light,21,179,3,4060.485714,80478,211.1,0
2025-02-10,paid_social,snapchat,CMDSRES-CID0068,Static,Acquisition,Light,24,3,3,4060.485714,80478,211.1,0
2025-02-10,paid_social,snapchat,CMDSSHE-CID10,Static,Product Detail,Light,12,28,3,1072.757143,22913.6,74.4,892.156657
2025-02-10,paid_social,snapchat,CMDSSHE-CID12,Static,Product Detail,Light,21,13,3,5020.114286,138891.4,349.7,2000.563951
2025-02-10,paid_social,snapchat,CMDSSHE-CID14,Static,Product Detail,Light,16,21,3,608.7636364,10162.47273,36.90909091,440.9768318
2025-02-10,paid_social,snapchat,CMDSSHE-CID15,Static,Product Detail,Light,21,31,3,610.5636364,10510.18182,31.81818182,0
2025-02-10,paid_social,snapchat,CMDSSHE-CID18,Static,Product Detail,Light,11,22,3,18874.15,669322.7333,1834.466667,2248.636599
2025-02-10,paid_social,snapchat,CMDSSHE-CID3,Static,Product Detail,Light,17,22,3,1707.628571,37750.4,154,1058.168994
2025-02-10,paid_social,snapchat,CMDSSHE-CID5,Static,Product Detail,Light,16,13,3,8833.342857,205547.4,674.8,6567.871138
2025-02-10,paid_social,snapchat,CMDSSHE-CID8,Static,Product Detail,Light,13,24,3,426.32,6628.72,22.4,0
2025-02-10,paid_social,snapchat,CMDSTEC-CID7,Static,Product Detail,Light,16,27,3,2120.228571,27184.8,65.4,48.91507714
2025-02-10,paid_social,tiktok,CMDSPMM-CID7,12s,Product Detail,Light,45,45,3,4184.257143,94518.4,253.8,0
2025-02-10,paid_social,tiktok,CMDSSHE-CID1,12s,Product Detail,Light,38,38,3,488.4842105,8461.157895,17.97894737,0
2025-02-10,paid_social,tiktok,CMDSSHE-CID2,12s,Product Detail,Light,38,38,3,779.6,13586.92632,30.94736842,0
2025-02-10,paid_social,tiktok,CMDSSHE-CID3,12s,Product Detail,Medium,38,38,3,865.4105263,16989.66316,34.33684211,0
2025-02-10,paid_social,tiktok,CMDSTEC-CID1,12s,Product Detail,Light,34,34,3,2751.854545,51514.14545,123.3272727,525.6097971
2025-02-10,paid_social,tiktok,CMDSTEC-CID2,12s,Product Detail,Light,38,38,3,1996.823077,40374.38462,85.23846154,485.6889063
2025-02-10,paid_social,tiktok,CMDSTEC-CID3,12s,Product Detail,Medium,41,41,3,1391.631579,26262.67368,57.32631579,65.07707632
2025-02-10,paid_social,tiktok,CMDSTEC-CID4,12s,Product Detail,Light,39,39,3,1070.957895,19354.63158,39.93684211,0
2025-02-10,paid_social,tiktok,CMDSTEC-CID5,12s,Product Detail,Light,38,38,3,978.4631579,18483.24211,40.67368421,286.0130123
2025-02-17,display,dv360,CMDSABH-CID0001,Static,Campaign Slogan,Light,19,27,9,134.9034483,7048.275862,1.448275862,0
2025-02-17,display,dv360,CMDSABH-CID0002,Static,Campaign Slogan,Light,22,24,9,147.854902,5525.937255,1.207843137,0
2025-02-17,display,dv360,CMDSABH-CID0003,15s,Campaign Slogan,Light,29,55,3,134.7179487,5194.789744,1.364102564,0
2025-02-17,display,dv360,CMDSABH-CID0003,Static,Campaign Slogan,Light,22,19,9,134.7179487,5194.789744,1.364102564,0
2025-02-17,display,dv360,CMDSABH-CID0004,Static,Campaign Slogan,Light,27,24,9,149.525,7014.35,1.225,0
2025-02-17,display,dv360,CMDSADY-CID0001,10s,Campaign Slogan,Dark,5,42,3,130.6545455,6453.490909,1.187878788,0
2025-02-17,display,dv360,CMDSADY-CID0001,Static,Campaign Slogan,Dark,5,42,9,130.6545455,6453.490909,1.187878788,0
2025-02-17,display,dv360,CMDSADY-CID0002,10s,Campaign Slogan,Dark,5,41,3,133.505,5080.88,1.435,0
2025-02-17,display,dv360,CMDSADY-CID0002,Static,Campaign Slogan,Dark,5,41,9,133.505,5080.88,1.435,0
2025-02-17,display,dv360,CMDSADY-CID0003,10s,Campaign Slogan,Dark,5,37,3,135.8277778,5398.633333,1.011111111,0
2025-02-17,display,dv360,CMDSADY-CID0003,Static,Campaign Slogan,Dark,5,37,9,135.8277778,5398.633333,1.011111111,0
2025-02-17,display,dv360,CMDSADY-CID0004,Static,Campaign Slogan,Dark,5,41,9,138.06,6977.226667,1.4,0
2025-02-17,display,dv360,CMDSAMM-CID0031,Static,Campaign Slogan,Light,19,14,9,469.1888889,18171.3,4.413888889,118.3804612
2025-02-17,display,dv360,CMDSAMM-CID0032,Static,Campaign Slogan,Light,19,14,9,166.2235294,7401.470588,1.647058824,0
2025-02-17,display,dv360,CMDSAMM-CID0033,Static,Campaign Slogan,Light,19,21,9,391.4,11466.11667,2.488888889,94.87500019
2025-02-17,display,dv360,CMDSAMM-CID0034,Static,Campaign Slogan,Light,19,15,9,251.2514286,10500.16,2.48,0
2025-02-17,display,dv360,CMDSAMM-CID0035,Static,Campaign Slogan,Light,19,37,9,483.9,11888.21053,2.726315789,0
2025-02-17,display,dv360,CMDSAMM-CID0036,Static,Campaign Slogan,Light,19,22,9,425.4542857,16977.84,3.92,235.5586343
2025-02-17,display,dv360,CMDSAMM-CID0037,Static,Campaign Slogan,Medium,19,24,9,226.7875,9789.325,1.3125,0
2025-02-17,display,dv360,CMDSAMM-CID0038,Static,Campaign Slogan,Dark,19,23,9,344.1931034,9870.57931,3.04137931,145.0759342
2025-02-17,display,dv360,CMDSAMM-CID0039,Static,Campaign Slogan,Dark,19,24,9,351.9043478,17171.91304,3.226086957,0
2025-02-17,display,dv360,CMDSAMM-CID0040,Static,Campaign Slogan,Dark,19,20,9,226.4754717,7891.192453,2.826415094,0
2025-02-17,display,dv360,CMDSBTS-CID1,Static,Campaign Slogan,Light,21,16,9,165.4076923,8833.030769,1.238461538,0
2025-02-17,display,dv360,CMDSBTS-CID2,Static,Campaign Slogan,Light,21,25,9,548.5777778,27254.73333,6.261111111,0
2025-02-17,display,dv360,CMDSBTS-CID3,Static,Campaign Slogan,Light,21,17,9,1195.411765,53191.92941,13.17647059,0
2025-02-17,display,dv360,CMDSBTS-CID4,Static,Campaign Slogan,Light,21,17,9,206.56,11348.288,1.792,0
2025-02-17,display,dv360,CMDSBTS-CID5,Static,Campaign Slogan,Light,21,17,9,176.7769231,9769.415385,1.076923077,0
2025-02-17,display,dv360,CMDSBTS-CID6,Static,Campaign Slogan,Light,21,17,9,231.5933333,11541.78667,1.82,177.3490055
2025-02-17,display,dv360,CMDSBTS-CID7,Static,Campaign Slogan,Light,21,13,9,396.5351351,19381.07027,3.859459459,0
2025-02-17,display,dv360,CMDSBTS-CID8,Static,Campaign Slogan,Light,21,9,9,230.6,10329.2,2.8,0
2025-02-17,display,dv360,CMDSBTS-CID9,Static,Campaign Slogan,Light,21,28,9,517.3307692,22669.01538,4.684615385,0
2025-02-17,display,dv360,CMDSMKS-CID2,Static,Product Detail,Light,17,20,9,393.1510204,8993.2,2.6,0
2025-02-17,display,dv360,CMDSMKS-CID3,Static,Product Detail,Light,16,27,9,380.1789474,9628.787368,2.785263158,0
2025-02-17,display,dv360,CMDSMKS-CID4,Static,Product Detail,Medium,15,23,9,418.6967742,20566.09032,3.703225806,0
2025-02-17,display,dv360,CMDSMKS-CID5,Static,Product Detail,Light,18,19,9,286.16,8235.416,1.736,0
2025-02-17,display,dv360,CMDSMKS-CID7,Static,Product Detail,Medium,19,21,9,351.6923077,14116.43692,3.963076923,0
2025-02-17,display,dv360,CMDSMKS-CID8,Static,Product Detail,Light,16,21,9,375.6888889,11952.88889,2.022222222,0
2025-02-17,display,dv360,CMDSPMM-CID1,Static,Product Detail,Light,15,19,5,367.8,14783.65,2.45,0
2025-02-17,display,dv360,CMDSPMM-CID10,Static,Product Detail,Light,20,20,5,541.8097561,26668.77073,3.926829268,0
2025-02-17,display,dv360,CMDSPMM-CID11,Static,Product Detail,Light,16,14,5,244.2461538,10595.2,1.4,0
2025-02-17,display,dv360,CMDSPMM-CID4,Static,Product Detail,Light,19,29,5,183.6,7703.266667,1.633333333,0
2025-02-17,display,dv360,CMDSPMM-CID5,Static,Product Detail,Light,17,23,5,250.4833333,12608.4,2.955555556,0
2025-02-17,display,dv360,CMDSPMM-CID6,Static,Product Detail,Medium,18,22,5,500.34,20848.94,5.6,0
2025-02-17,display,dv360,CMDSPMM-CID7,Static,Product Detail,Light,13,24,5,405.8833333,20648.25,3.733333333,0
2025-02-17,display,dv360,CMDSPMM-CID8,Static,Product Detail,Light,16,27,5,160.1142857,7002.4,0.8,0
2025-02-17,display,dv360,CMDSPMM-CID9,Static,Product Detail,Light,20,20,5,594.4666667,23646.25455,5.854545455,0
2025-02-17,display,dv360,CMDSSTR-CID1,Static,Product Detail,Medium,16,20,9,351.8521739,13394.53043,4.869565217,0
2025-02-17,display,dv360,CMDSSTR-CID10,Static,Product Detail,Light,12,28,9,300.5147059,9889.105882,2.820588235,0
2025-02-17,display,dv360,CMDSSTR-CID12,Static,Product Detail,Light,21,13,9,123.25,6301.05,1.75,0
2025-02-17,display,dv360,CMDSSTR-CID14,Static,Product Detail,Light,16,21,9,173,5649.107692,1.076923077,0
2025-02-17,display,dv360,CMDSSTR-CID15,Static,Product Detail,Light,21,31,9,111.4,4746,0.7,0
2025-02-17,display,dv360,CMDSSTR-CID17,Static,Product Detail,Light,13,16,9,208.125,9145.5,2.45,0
2025-02-17,display,dv360,CMDSSTR-CID18,Static,Product Detail,Light,11,22,9,684.09,15063.72,7.466666667,174.575912
2025-02-17,display,dv360,CMDSSTR-CID2,Static,Product Detail,Light,12,13,9,406.6666667,16221.8,4.433333333,0
2025-02-17,display,dv360,CMDSSTR-CID3,Static,Product Detail,Light,17,22,9,303.436,6931.456,3.248,0
2025-02-17,display,dv360,CMDSSTR-CID4,Static,Product Detail,Light,17,17,9,141.17,6140.4,1.26,297.3900983
2025-02-17,display,dv360,CMDSSTR-CID5,Static,Product Detail,Light,16,13,9,444.2354167,10721.84167,4.564583333,52.38345484
2025-02-17,display,dv360,CMDSSTR-CID6,Static,Product Detail,Light,19,28,9,243.8173913,10806.17391,2.434782609,145.0406432
2025-02-17,display,dv360,CMDSSTR-CID7,Static,Product Detail,Medium,15,23,9,263.5185185,7711.407407,1.607407407,0
2025-02-17,display,dv360,CMDSSTR-CID8,Static,Product Detail,Light,13,24,9,230.8444444,12134.73333,2.333333333,0
2025-02-17,display,dv360,CMDSTEC-CID3,Static,Product Detail,Light,22,19,5,594.1862069,26173.04828,3.95862069,0
2025-02-17,display,dv360,CMDSTEC-CID4,Static,Product Detail,Light,15,25,5,345.0736842,17320.87368,2.8,0
2025-02-17,display,dv360,CMDSTEC-CID6,Static,Product Detail,Light,18,28,5,394.172973,14898.11892,3.972972973,0
2025-02-17,display,dv360,CMDSTEC-CID7,Static,Product Detail,Light,16,27,5,361.7619048,17309.2,2.533333333,0
2025-02-17,display,dv360,CMDSTEC-CID8,Static,Product Detail,Light,14,15,5,154.5172414,6475.724138,2.172413793,0
2025-02-17,display,google_ads,CMDSABH-CID0001,Static,Campaign Slogan,Light,19,27,9,270.3407222,17333.55556,48.53333333,0
2025-02-17,display,google_ads,CMDSABH-CID0002,Static,Campaign Slogan,Light,22,24,9,3246.792401,57801.70667,319.8533333,0
2025-02-17,display,google_ads,CMDSABH-CID0003,15s,Campaign Slogan,Light,29,55,3,3180.644349,16020.2,72.1875,0
2025-02-17,display,google_ads,CMDSABH-CID0003,Static,Campaign Slogan,Light,22,19,9,3180.644349,16020.2,72.1875,0
2025-02-17,display,google_ads,CMDSABH-CID0004,Static,Campaign Slogan,Light,27,24,9,4707.191368,39076.8,331.8736842,0
2025-02-17,display,google_ads,CMDSADY-CID0001,10s,Campaign Slogan,Dark,5,42,3,3091.748561,322547.4667,695.8,0
2025-02-17,display,google_ads,CMDSADY-CID0001,Static,Campaign Slogan,Dark,5,42,9,3091.748561,322547.4667,695.8,0
2025-02-17,display,google_ads,CMDSADY-CID0002,10s,Campaign Slogan,Dark,5,41,3,715.87698,33416.44444,141.2444444,0
2025-02-17,display,google_ads,CMDSADY-CID0002,Static,Campaign Slogan,Dark,5,41,9,715.87698,33416.44444,141.2444444,0
2025-02-17,display,google_ads,CMDSADY-CID0003,10s,Campaign Slogan,Dark,5,37,3,2150.689428,17710.35,101.2375,0
2025-02-17,display,google_ads,CMDSADY-CID0003,Static,Campaign Slogan,Dark,5,37,9,2150.689428,17710.35,101.2375,0
2025-02-17,display,google_ads,CMDSADY-CID0004,Static,Campaign Slogan,Dark,5,41,9,7755.364524,76423.73333,314.8666667,0
2025-02-17,display,google_ads,CMDSAMM-CID0031,Static,Campaign Slogan,Light,19,14,9,264.1891297,13981.58788,45.77575758,0
2025-02-17,display,google_ads,CMDSAMM-CID0032,Static,Campaign Slogan,Light,19,14,9,3503.550299,103108.08,437.32,0
2025-02-17,display,google_ads,CMDSAMM-CID0033,Static,Campaign Slogan,Light,19,21,9,712.7695,11579.456,49.672,0
2025-02-17,display,google_ads,CMDSAMM-CID0034,Static,Campaign Slogan,Light,19,15,9,280.9444324,8081.733333,50.13333333,0
